"","taxa","rank","trait","size","age","aic.w.bm","aic.w.ou","aic.w.eb","model.used","mv.modelad","sigsq.est","var.contrast","cor.constrast.var","cor.contrast.asr","cor.contrast.nh","ks.contrast"
"1",NA,NA,"leafN",935,188.283246,"3.61532221260063e-06","0.999995054866905","1.32981088264171e-06","OU","286.186987932569","0","0","0.001998001998002","0.889110889110889","0","0.003996003996004"
"2",NA,NA,"leafN",80,158.34208,"0.000103744587155672","0.99985809100113","3.81644117144046e-05","OU","25.5620160450559","0","0","0.0639360639360639","0.859140859140859","0.31968031968032","0.115884115884116"
"3",NA,NA,"leafN",33,147.065219,"0.569317299015632","0.221243497763142","0.209439203221226","BM","15.1828759257875","0","0","0.36963036963037","0.171828171828172","0.291708291708292","0.155844155844156"
"4",NA,NA,"leafN",822,136.90047,"0.000193288411663391","0.9997356122588","7.10993295361897e-05","OU","271.500169366999","0","0","0","0.759240759240759","0","0.017982017982018"
"5",NA,NA,"leafN",59,90.16953,"1.86719181266475e-05","0.999974459115724","6.86896614966807e-06","OU","29.5203008116154","0","0.00999000999000999","0.145854145854146","0.277722277722278","0.145854145854146","0.013986013986014"
"6",NA,NA,"leafN",40,94.810766,"0.489077528599651","0.331001615875511","0.179920855524839","BM","19.3491806464354","0","0","0.799200799200799","0.0599400599400599","0.24975024975025","0.755244755244755"
"7",NA,NA,"leafN",145,116.877463,"0.228111395458131","0.687973112576393","0.0839154919654765","OU","46.268662680837","0","0","0.26973026973027","0.697302697302697","0.141858141858142","0.665334665334665"
"8",NA,NA,"leafN",294,113.679603,"0.437596156448963","0.401423531412689","0.160980312138348","BM","106.807552434166","0","0","0.041958041958042","0.15984015984016","0.0599400599400599","0.0959040959040959"
"9",NA,NA,"leafN",304,116.69728,"0.00014201145690835","0.999805748714631","5.22398284608627e-05","OU","93.0821777106908","0","0","0.03996003996004","0.143856143856144","0.275724275724276","0.0699300699300699"
"10",NA,NA,"leafN",37,19.128621,"4.81972097698623e-07","0.999999340720503","1.77307398862844e-07","OU","19.8010017813217","0","0.031968031968032","0.227772227772228","0.323676323676324","0.101898101898102","0.031968031968032"
"11",NA,NA,"leafN",36,49.040066,"0.343824960543463","0.52968940579389","0.126485633662646","OU","13.3418392395077","0","0","0.961038961038961","0.869130869130869","0.993006993006993","0.275724275724276"
"12",NA,NA,"leafN",25,44.697137,"0.505874694422406","0.3080248199509","0.186100485626694","BM","9.49288007384916","0","0","0.895104895104895","0.285714285714286","0.915084915084915","0.513486513486514"
"13",NA,NA,"leafN",21,46.097347,"0.573893610521867","0.211929902210744","0.214176487267389","BM",NA,"0","0","0.919080919080919","0.417582417582418","0","0.173826173826174"
"14",NA,NA,"leafN",78,62.305397,"0.0022065766537856","0.996981674411014","0.000811748935200535","OU","30.1831845065657","0","0","0.131868131868132","0.591408591408591","0.951048951048951","0.177822177822178"
"15",NA,NA,"leafN",26,60.184156,"0.575305402172359","0.213051661145275","0.211642936682366","BM","10.5632260291413","0","0","0.871128871128871","0.307692307692308","0.731268731268731","0.953046953046953"
"16",NA,NA,"leafN",64,64.62682,"0.519327408660581","0.191048726910015","0.289623864429404","BM","26.3683764524542","0","0","0.0979020979020979","0.987012987012987","0.107892107892108","0.155844155844156"
"17",NA,NA,"leafN",21,61.00024,"0.450987332236079","0.383104154157015","0.165908513606907","BM","7.63353870094796","0","0.001998001998002","0.871128871128871","0.237762237762238","0.893106893106893","0.799200799200799"
"18",NA,NA,"leafN",43,65.093444,"0.463693426180375","0.365724046172574","0.170582527647051","BM","16.4551695588579","0","0","0.427572427572428","0.355644355644356","0.925074925074925","0.903096903096903"
"19",NA,NA,"leafN",53,45.743704,"5.42122845755245e-06","0.999992584429029","1.99434251345306e-06","OU","16.0307845335661","0","0","0.237762237762238","0.903096903096903","0.755244755244755","0.225774225774226"
"20",NA,NA,"leafN",34,58.804914,"0.00623582409492148","0.991470163894107","0.00229401201097188","OU","12.5368375161641","0","0.001998001998002","0.657342657342657","0.495504495504495","0.997002997002997","0.033966033966034"
"21",NA,NA,"leafN",61,56.240541,"0.308749065169691","0.57766946151815","0.113581473312158","OU","21.5642978018573","0","0","0.971028971028971","0.193806193806194","0.903096903096903","0.529470529470529"
"22",NA,NA,"leafN",28,14.197004,"1.39176060925868e-10","0.999999998924257","9.36566902078685e-10","OU","23.3490902637432","0","0.0559440559440559","0.771228771228771","0.023976023976024","0.041958041958042","0.0939060939060939"
"23",NA,NA,"leafN",43,4.537495,"0.0409090975812389","0.944041291505521","0.0150496109132402","OU","14.4929396844876","0","0","0.441558441558442","0.799200799200799","0.721278721278721","0.875124875124875"
